Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
577389404560789883,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Capsules",1731877424524398769,26.31,26.31,USD,1,No,Not cash on delivery,Pending,spongebobprodsz,Video,7604755424222481678,fixed commission,20%,34.99,7,,,,,,,,14/05/2026 11:59:37,14/05/2026 12:01:12,,,TTS
577389190253810020,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,17.08,18.22,USD,1,No,Not cash on delivery,Pending,miel_eyes,Video,7597183238150311182,fixed commission,,22.56,,,,10%,2.26,,,,14/05/2026 08:24:47,14/05/2026 08:24:50,,,TTS
577389183391076789,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,22.99,22.99,USD,1,No,Not cash on delivery,Pending,preston2016,Video,7639436970665528590,fixed commission,20%,22.99,4.6,,,,,,,,14/05/2026 08:19:15,14/05/2026 08:19:19,,,TTS
577389143143256425,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,22.99,22.99,USD,1,No,Not cash on delivery,Pending,totallyrocco1,Video,7616832222829579550,fixed commission,,22.99,,,,10%,2.3,,,,14/05/2026 07:55:04,14/05/2026 07:55:09,,,TTS
577389106050274020,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Capsules",1731877424524333233,13.62,14.86,USD,1,No,Not cash on delivery,Pending,properprice,Video,7638864841800813838,fixed commission,,17.69,,,,6%,1.06,,,,14/05/2026 07:30:50,14/05/2026 07:30:55,,,TTS
577389107161436939,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Capsules",1731877424524333233,14.19,15.18,USD,1,No,Not cash on delivery,Pending,ozzyasks,Video,7604917322075082015,fixed commission,,19.99,,,,6%,1.2,,,,14/05/2026 07:29:55,14/05/2026 07:29:59,,,TTS
577389018144150387,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,7.99,9.37,USD,1,No,Not cash on delivery,Pending,warsans.languagel,Video,7603452438435155231,fixed commission,,22.99,,,,6%,1.38,,,,14/05/2026 06:29:23,14/05/2026 06:29:27,,,TTS
577388951536570809,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Capsules",1732360993097224369,24.99,24.99,USD,1,No,Not cash on delivery,Pending,spongebobprodsz,Video,7604755424222481678,fixed commission,,39.99,,,,5%,2,,,,14/05/2026 05:42:53,14/05/2026 05:42:58,,,TTS
577388942872055993,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Capsules",1731877424524333233,19.99,19.99,USD,1,No,Not cash on delivery,Pending,tiktok.shop.socia,External Traffic Program,7496312785404791719,fixed commission,12.5%,21.99,2.75,,,,,,,,14/05/2026 05:35:40,14/05/2026 05:35:44,,,TTS
577388925964488750,1732065308269187249,"VAHDAM Shatavari Capsules 1000mg, Supports Healthy Hormonal Balance in Women, Herbal Supplement for Women, Vegan, Gluten-Free, 90 Capsules",1732109959987564721,19.99,21.99,USD,1,No,Not cash on delivery,Pending,wildhomeschooling,Video,7606432054393261342,fixed commission,20%,21.99,4.4,,,,,,,,14/05/2026 05:24:00,14/05/2026 05:24:04,,,TTS
