Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
577394711906455668,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Dietary Supplement Capsules, Plant-Based Herbs for Adults",1731877424524333233,9.64,11.3,USD,1,No,Not cash on delivery,Pending,properprice,Video,7638864829989571854,fixed commission,,21.99,,,,6%,1.32,,,,18/05/2026 07:33:14,18/05/2026 07:33:19,,,TTS
577394557665579111,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Dietary Supplement Capsules, Plant-Based Herbs for Adults",1732320403761172657,35.39,35.39,USD,1,No,Not cash on delivery,Pending,brostacked,Video,7637770731736157470,fixed commission,20%,36.99,7.4,,,,,,,,18/05/2026 05:49:14,18/05/2026 05:49:17,,,TTS
577394423621915199,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Dietary Supplement Capsules, Plant-Based Herbs for Adults",1729488250396120241,15.61,15.61,USD,1,No,Not cash on delivery,Pending,properprice,Video,7638864829989571854,fixed commission,,37.79,,,,6%,2.27,,,,18/05/2026 04:14:44,18/05/2026 04:14:47,,,TTS
577394355669734008,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.09,20.38,USD,1,No,Not cash on delivery,Pending,preston2016,Video,7634227050131279118,fixed commission,30%,19.09,5.73,,,,,,,,18/05/2026 03:19:48,18/05/2026 03:19:52,,,TTS
577394282416214959,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.97,19.97,USD,1,No,Not cash on delivery,Pending,morrdeals,Video,7464772739644132638,fixed commission,,22.99,,,,15%,3.45,,,,18/05/2026 02:24:28,18/05/2026 02:24:31,,,TTS
577394283035660625,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,20.91,21.49,USD,1,No,Not cash on delivery,Pending,miel_eyes,Video,7597183238150311182,fixed commission,,22.99,,,,10%,2.3,,,,18/05/2026 02:24:06,18/05/2026 02:24:09,,,TTS
577394260953043289,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.09,19.28,USD,1,No,Not cash on delivery,Pending,natalyamakes,Video,7632779345299262750,fixed commission,50%,19.09,9.55,,,,,,,,18/05/2026 02:05:14,18/05/2026 02:05:17,,,TTS
577394140660011128,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.44,19.44,USD,1,No,Not cash on delivery,Pending,rosy2755,Video,7630370831083801870,fixed commission,30%,22.56,6.77,,,,,,,,18/05/2026 00:34:09,18/05/2026 00:34:12,,,TTS
577394141218509521,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.87,19.87,USD,1,No,Not cash on delivery,Pending,sarahgibbons_,Video,7631703884465048863,fixed commission,80%,22.99,18.39,,,,,,,,18/05/2026 00:33:49,18/05/2026 00:33:53,,,TTS
577394133140280178,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1732351510015479985,37.38,37.38,USD,1,No,Not cash on delivery,Pending,povshopdeals,Video,7633058252040703246,fixed commission,,49.07,,,,6%,2.94,,,,18/05/2026 00:24:01,18/05/2026 00:24:06,,,TTS
577394129931703191,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.09,19.09,USD,1,No,Not cash on delivery,Pending,totallyrocco1,Video,7616832222829579550,fixed commission,,19.09,,,,10%,1.91,,,,18/05/2026 00:23:30,18/05/2026 00:23:33,,,TTS
577394122746270383,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,20.89,41.78,USD,2,No,Not cash on delivery,Pending,morrdeals,Video,7464772739644132638,fixed commission,,48.98,,,,15%,7.34,,,,18/05/2026 00:17:14,18/05/2026 00:17:18,,,TTS
577394121581760834,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,19.09,19.09,USD,1,No,Not cash on delivery,Pending,miel_eyes,Video,7597183238150311182,fixed commission,,19.09,,,,10%,1.91,,,,18/05/2026 00:14:48,18/05/2026 00:14:53,,,TTS
577394069508624504,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1732351510015479985,51.61,54.76,USD,1,No,Not cash on delivery,Pending,miel_eyes,Video,7597183238150311182,fixed commission,,56.99,,,,10%,5.7,,,,17/05/2026 23:36:17,17/05/2026 23:36:20,,,TTS
577394002077913718,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1732393394286661809,37.61,37.61,USD,1,No,Not cash on delivery,Pending,morrdeals,Video,7502231477954874654,fixed commission,,39.89,,,,15%,5.98,,,,17/05/2026 22:41:12,17/05/2026 22:41:39,,,TTS
577393879239988179,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,21.69,21.69,USD,1,No,Not cash on delivery,Pending,leeleesfavfinds,Video,7484386495617420575,fixed commission,20%,22.99,4.6,,,,,,,,17/05/2026 21:09:21,17/05/2026 21:09:25,,,TTS
577393825453347144,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Dietary Supplement Capsules, Plant-Based Herbs for Adults",1732360993097224369,36.99,36.99,USD,1,No,Not cash on delivery,Pending,brostacked,Video,7639016914387291422,fixed commission,20%,46.99,9.4,,,,,,,,17/05/2026 20:28:33,17/05/2026 20:28:38,,,TTS
577393823840112953,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings Beverage",1730881470376939697,18.52,18.52,USD,1,No,Not cash on delivery,Pending,marcoirizarry2,Video,7458817780352109866,fixed commission,20%,20.6,4.12,,,,,,,,17/05/2026 20:26:06,17/05/2026 20:26:10,,,TTS
577393746719707577,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Dietary Supplement Capsules, Plant-Based Herbs for Adults",1731877424524333233,18.39,18.57,USD,1,No,Not cash on delivery,Pending,theblackstallion1,Showcase,7494025484396104121,fixed commission,25%,20.39,5.1,,,,,,,,17/05/2026 19:12:40,17/05/2026 19:12:43,,,TTS
577393723045810695,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Dietary Supplement Capsules, Plant-Based Herbs for Adults",1731877424524333233,19.49,21.39,USD,1,No,Not cash on delivery,Pending,azulwolf1,Video,7616153182774889758,fixed commission,20%,21.99,4.4,,,,,,,,17/05/2026 18:49:09,17/05/2026 18:49:12,,,TTS
